year,q_no,category,topic,question,choice1,choice2,choice3,choice4,explanation,difficulty,tags
2016,43,宅建業法,手付等保全（金額・時期・合算・登記）,"宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者でないＢと建築工
事完了前のマンション（代金3,000万円）の売買契約を締結した場合、宅地建物取引業法第41
条の規定に基づく手付金等の保全措置（以下この問において「保全措置」という。）に関する
次の記述のうち、正しいものはいくつあるか。
ア　Ａが、Ｂから手付金600万円を受領する場合において、その手付金の保全措置を講じてい
ないときは、Ｂは、この手付金の支払を拒否することができる。
イ　Ａが、保全措置を講じて、Ｂから手付金300万円を受領した場合、Ｂから媒介を依頼され
ていた宅地建物取引業者Ｃは、Ｂから媒介報酬を受領するに当たり、Ａと同様、あらかじめ
保全措置を講じなければ媒介報酬を受領することができない。
ウ　Ａは、Ｂから手付金150万円を保全措置を講じないで受領し、その後引渡し前に、中間金3
50万円を受領する場合は、すでに受領した手付金と中間金の合計額500万円について保全措
置を講じなければならない。
エ　Ａは、保全措置を講じないで、Ｂから手付金150万円を受領した場合、その後、建築工事
が完了しＢに引き渡す前に中間金150万円を受領するときは、建物についてＢへの所有権移
転の登記がなされるまで、保全措置を講じる必要がない。
ア Ａが、Ｂから手付金600万円を受領する場合において、その手付金の保全措置を講じてい
ないときは、Ｂは、この手付金の支払を拒否することができる。
イ Ａが、保全措置を講じて、Ｂから手付金300万円を受領した場合、Ｂから媒介を依頼され
ていた宅地建物取引業者Ｃは、Ｂから媒介報酬を受領するに当たり、Ａと同様、あらかじめ
保全措置を講じなければ媒介報酬を受領することができない。
ウ Ａは、Ｂから手付金150万円を保全措置を講じないで受領し、その後引渡し前に、中間金3
50万円を受領する場合は、すでに受領した手付金と中間金の合計額500万円について保全措
置を講じなければならない。
エ Ａは、保全措置を講じないで、Ｂから手付金150万円を受領した場合、その後、建築工事
が完了しＢに引き渡す前に中間金150万円を受領するときは、建物についてＢへの所有権移
転の登記がなされるまで、保全措置を講じる必要がない。
1    一つ
2    二つ
3    三つ
4    四つ",一つ,二つ,三つ,四つ,判断基準：条文/政省令/ガイドラインの必須記載・禁止行為。 / 正解は「二つ」。ア〜エの真偽を積み上げて総数判断。 / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：手付等保全（金額・時期・合算・登記）,2,H28;宅建業法
2016,44,宅建業法,クーリング・オフ書面の記載要件,"宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者でないＢと宅地の
売買契約を締結した場合、宅地建物取引業法第37条の２の規定に基づくいわゆるクーリング・
オフについてＡがＢに告げるときに交付すべき書面の内容に関する次の記述のうち、誤ってい
るものはどれか。","Ａについては、その商号又は名称及び住所並びに免許証番号、Ｂについては、その氏名（
法人の場合、その商号又は名称）及び住所が記載されていなければならない。","Ｂは、クーリング・オフについて告げられた日から起算して８日を経過するまでの間は、
代金の全部を支払った場合を除き、書面によりクーリング・オフによる契約の解除を行うこ
とができることが記載されていなければならない。","クーリング・オフによる契約の解除は、Ｂが当該契約の解除を行う旨を記載した書面を発
した時にその効力を生ずることが記載されていなければならない。","Ｂがクーリング・オフによる契約の解除を行った場合、Ａは、それに伴う損害賠償又は違
約金の支払をＢに請求することができないこと、また、売買契約の締結に際し、手付金その
他の金銭が支払われているときは、遅滞なくその全額をＢに返還することが記載されていな
ければならない。","判断基準：条文/政省令/ガイドラインの必須記載・禁止行為。 / 正解肢の要点：Ｂは、クーリング・オフについて告げられた日から起算して８日を経過するまでの間は、
代金の全部を支払った場合を除き、書面によりクーリング・オフによる契約の解除を行うこ
とができることが記載されていなければならない / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：クーリング・オフ書面の記載要件",3,H28;宅建業法
2016,45,特定住宅瑕疵担保,供託/保険/届出/転売時の扱い,"宅地建物取引業者Ａが、自ら売主として、宅地建物取引業者でないＢに新築住
宅を販売する場合における次の記述のうち、特定住宅瑕疵担保責任の履行の確保等に関する法
律の規定によれば、正しいものはどれか。","Ａは、住宅販売瑕疵担保保証金を供託する場合、当該住宅の床面積が100㎡以下であると
きは、新築住宅の合計戸数の算定に当たって、２戸をもって１戸と数えることになる。","Ａは、当該住宅をＢに引き渡した日から３週間以内に、住宅販売瑕疵担保保証金の供託又
は住宅販売瑕疵担保責任保険契約の締結の状況について、宅地建物取引業の免許を受けた国
土交通大臣又は都道府県知事に届け出なければならない。","Ａは、住宅販売瑕疵担保保証金の供託をする場合、Ｂに対し、当該住宅の売買契約を締結
するまでに、供託所の所在地等について記載した書面を交付して又は電磁的方法による提供
をして説明しなければならない。","Ａは、住宅瑕疵担保責任保険法人と住宅販売瑕疵担保責任保険契約の締結をした場合、Ｂ
が住宅の引渡しを受けた時から10年以内に当該住宅を転売したときは、住宅瑕疵担保責任保
険法人にその旨を申し出て、当該保険契約の解除をしなければならない。","判断基準：条文/政省令/ガイドラインの必須記載・禁止行為。 / 正解肢の要点：Ａは、住宅販売瑕疵担保保証金の供託をする場合、Ｂに対し、当該住宅の売買契約を締結
するまでに、供託所の所在地等について記載した書面を交付して又は電磁的方法による提供
をして説明しなければならない / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：供託/保険/届出/転売時の扱い",2,H28;特定住宅瑕疵担保
2016,46,住宅金融支援機構,賃貸/買取型/優遇/共用部融資,"独立行政法人住宅金融支援機構（以下この問において「機構」という。）に関
する次の記述のうち、誤っているものはどれか。","機構は、子どもを育成する家庭又は高齢者の家庭に適した良好な居住性能及び居住環境を
有する賃貸住宅の建設又は改良に必要な資金の貸付けを業務として行っている。","機構は、証券化支援事業（買取型）において、債務者又は債務者の親族が居住する住宅の
みならず、賃貸住宅の建設又は購入に必要な資金の貸付けに係る金融機関の貸付債権につい
ても譲受けの対象としている。","機構は、証券化支援事業（買取型）において、バリアフリー性、省エネルギー性、耐震性、
耐久性・可変性に優れた住宅を取得する場合に、貸付金の利率を一定期間引き下げる制度を
実施している。","機構は、マンション管理組合や区分所有者に対するマンション共用部分の改良に必要な資
金の貸付けを業務として行っている。","判断基準：条文/政省令/ガイドラインの必須記載・禁止行為。 / 正解肢の要点：機構は、証券化支援事業（買取型）において、債務者又は債務者の親族が居住する住宅の
みならず、賃貸住宅の建設又は購入に必要な資金の貸付けに係る金融機関の貸付債権につい
ても譲受けの対象としている / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：賃貸/買取型/優遇/共用部融資",3,H28;住宅金融支援機構
2016,47,景表法/公正競争規約,おとり広告/距離/市街化調整/新駅表示,"宅地建物取引業者が行う広告に関する次の記述のうち、不当景品類及び不当表
示防止法（不動産の表示に関する公正競争規約を含む。）の規定によれば、正しいものはどれ
か。","インターネット上に掲載した賃貸物件の広告について、掲載直前に契約済みとなったとし
ても、消費者からの問合せに対し既に契約済みであり取引できない旨を説明すれば、その時
点で消費者の誤認は払拭されるため、不当表示に問われることはない。","宅地の造成及び建物の建築が禁止されており、宅地の造成及び建物の建築が可能となる予
定がない市街化調整区域内の土地を販売する際の新聞折込広告においては、当該土地が市街
化調整区域内に所在する旨を16ポイント以上の大きさの文字で表示すれば、宅地の造成や建
物の建築ができない旨まで表示する必要はない。","半径300ｍ以内に小学校及び市役所が所在している中古住宅の販売広告においては、当該
住宅からの道路距離の表示を省略して、「小学校、市役所近し」と表示すればよい。","近くに新駅の設置が予定されている分譲住宅の販売広告を行うに当たり、当該鉄道事業者
が新駅設置及びその予定時期を公表している場合、広告の中に新駅設置の予定時期を明示し
て表示してもよい。","判断基準：条文/政省令/ガイドラインの必須記載・禁止行為。 / 正解肢の要点：近くに新駅の設置が予定されている分譲住宅の販売広告を行うに当たり、当該鉄道事業者
が新駅設置及びその予定時期を公表している場合、広告の中に新駅設置の予定時期を明示し
て表示してもよい / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：おとり広告/距離/市街化調整/新駅表示",1,H28;景表法/公正競争規約
2016,48,統計,需給統計（省略）,"需給統計問題につき省略
（最新の統計データで学習してください。）",需給統計問題につき省略1,需給統計問題につき省略2,需給統計問題につき省略3,需給統計問題につき省略4,判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：原資料の指示（省略/統計等）を反映。 / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：需給統計（省略）,5,H28;統計
2016,49,土地,地形・災害リスク（深層崩壊/まさ土/崖）,土地に関する次の記述のうち、最も不適当なものはどれか。,"豪雨による深層崩壊は、山体岩盤の深い所に亀裂が生じ、巨大な岩塊が滑落し、山間の集
落などに甚大な被害を及ぼす。","花崗岩が風化してできた、まさ土地帯においては、近年発生した土石流災害によりその危
険性が再認識された。","山麓や火山麓の地形の中で、土石流や土砂崩壊による堆積でできた地形は危険性が低く、
住宅地として好適である。","丘陵地や台地の縁辺部の崖崩れについては、山腹で傾斜角が25度を超えると急激に崩壊地
が増加する。","判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：山麓や火山麓の地形の中で、土石流や土砂崩壊による堆積でできた地形は危険性が低く、
住宅地として好適である / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：地形・災害リスク（深層崩壊/まさ土/崖）",1,H28;土地
2016,50,建物,構造（S/RC/SRC/ブロック）,建築物の構造に関する次の記述のうち、最も不適当なものはどれか。,"鉄骨造は、自重が大きく、靱性が小さいことから、大空間の建築や高層建築にはあまり使
用されない。",鉄筋コンクリート造においては、骨組の形式はラーメン式の構造が一般に用いられる。,鉄骨鉄筋コンクリート造は、鉄筋コンクリート造にさらに強度と靱性を高めた構造である。,"ブロック造を耐震的な構造にするためには、鉄筋コンクリートの布基礎及び臥梁により壁
体の底部と頂部を固めることが必要である。","判断基準：公的資料値・用語定義・構造特性。 / 正解肢の要点：鉄骨造は、自重が大きく、靱性が小さいことから、大空間の建築や高層建築にはあまり使
用されない / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：構造（S/RC/SRC/ブロック）",2,H28;建物
2015,1,その他,問題不成立（法令改正により省略）,法令改正により問題不成立のため省略,需給統計問題につき省略1,需給統計問題につき省略2,需給統計問題につき省略3,需給統計問題につき省略4,判断基準：公的資料の数値・用語定義・構造特性（又は省略指示）。 / 正解肢の要点：原資料の指示（省略/統計等）を反映。 / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：問題不成立（法令改正により省略）,5,H27;その他
2015,2,民法,総則・債権・物権の基礎,"Ａは、その所有する甲土地を譲渡する意思がないのに、Ｂと通謀して、Ａを売主、
Ｂを買主とする甲土地の仮装の売買契約を締結した。この場合に関する次の記述のうち、民法
の規定及び判例によれば、誤っているものはどれか。なお、この問において「善意」又は「悪
意」とは、虚偽表示の事実についての善意又は悪意とする。","善意のＣがＢから甲土地を買い受けた場合、Ｃがいまだ登記を備えていなくても、ＡはＡ
Ｂ間売買契約の無効をＣに主張することができない。","善意のＣが、Ｂとの間で、Ｂが甲土地上に建てた乙建物の賃貸借契約（貸主Ｂ、借主Ｃ）
を締結した場合、ＡはＡＢ間の売買契約の無効をＣに主張することができない。","Ｂの債権者である善意のＣが、甲土地を差し押さえた場合、ＡはＡＢ間の売買契約の無効
をＣに主張することができない。","甲土地がＢから悪意のＣへ、Ｃから善意のＤへと譲渡された場合、ＡはＡＢ間の売買契約
の無効をＤに主張することができない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：善意のＣが、Ｂとの間で、Ｂが甲土地上に建てた乙建物の賃貸借契約（貸主Ｂ、借主Ｃ）
を締結した場合、ＡはＡＢ間の売買契約の無効をＣに主張することができない / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,H27;民法
2015,3,民法,総則・債権・物権の基礎,"ＡＢ間で、Ａを貸主、Ｂを借主として、Ａ所有の甲建物につき、①賃貸借契約を
締結した場合と、②使用貸借契約（負担付使用貸借契約ではない）を締結した場合に関する次
の記述のうち、民法の規定によれば、誤っているものはどれか。",Ｂが死亡した場合、①では契約は終了しないが、②では契約が終了する。,"Ｂは、①では、甲建物のＡの負担に属する必要費を支出したときは、Ａに対しその償還を
請求することができるが、②では、甲建物の通常の必要費を負担しなければならない。",ＡＢ間の契約は、①では諾成契約であり、②でも諾成契約である。,"ＡはＢに対して、甲建物の契約不適合について、①では担保責任を負う場合があるが、②
では担保責任を負わない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：ＡはＢに対して、甲建物の契約不適合について、①では担保責任を負う場合があるが、②
では担保責任を負わない / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,H27;民法
2015,4,民法,総則・債権・物権の基礎,"Ａ所有の甲土地を占有しているＢによる権利の時効取得に関する次の記述のうち、
民法の規定及び判例によれば、正しいものはどれか。","Ｂが父から甲土地についての賃借権を相続により承継して賃料を払い続けている場合であ
っても、相続から20年間甲土地を占有したときは、Ｂは、時効によって甲土地の所有権を取
得することができる。","Ｂの父が11年間所有の意思を持って平穏かつ公然に甲土地を占有した後、Ｂが相続により
その占有を承継し、引き続き９年間所有の意思を持って平穏かつ公然に占有していても、Ｂ
は、時効によって甲土地の所有権を取得することはできない。","Ａから甲土地を買い受けたＣが所有権の移転登記を備えた後に、Ｂについて甲土地所有権
の取得時効が完成した場合、Ｂは、Ｃに対し、登記がなくても甲土地の所有者であることを
主張することができる。","甲土地が農地である場合、ＢがＡと甲土地につき賃貸借契約を締結して20年以上にわたっ
て賃料を支払って継続的に耕作していても、農地法の許可がなければ、Ｂは、時効によって
甲土地の賃借権を取得することはできない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：Ａから甲土地を買い受けたＣが所有権の移転登記を備えた後に、Ｂについて甲土地所有権
の取得時効が完成した場合、Ｂは、Ｃに対し、登記がなくても甲土地の所有者であることを
主張することができる / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎",2,H27;民法
2015,5,民法,総則・債権・物権の基礎,"占有に関する次の記述のうち、民法の規定及び判例によれば、正しいものはどれ
か。","甲建物の所有者Ａが、甲建物の隣家に居住し、甲建物の裏口を常に監視して第三者の侵入
を制止していたとしても、甲建物に錠をかけてその鍵を所持しない限り、Ａが甲建物を占有
しているとは言えない。","乙土地の所有者の相続人Ｂが、乙土地上の建物に居住しているＣに対して乙土地の明渡し
を求めた場合、Ｃは占有者が占有物について行使する権利は適法であるとの推定規定を根拠
として、明渡しを拒否することができる。","丙土地の占有を代理しているＤは、丙土地の占有が第三者に妨害された場合には、第三者
に対して占有保持の訴えを提起することができる。","占有回収の訴えは、占有を侵奪した者及びその特定承継人に対して当然に提起することが
できる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：丙土地の占有を代理しているＤは、丙土地の占有が第三者に妨害された場合には、第三者
に対して占有保持の訴えを提起することができる / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎",4,H27;民法
2015,6,民法,総則・債権・物権の基礎,"抵当権に関する次の記述のうち、民法の規定及び判例によれば、誤っているもの
はどれか。","賃借地上の建物が抵当権の目的となっているときは、一定の場合を除き、敷地の賃借権に
も抵当権の効力が及ぶ。","抵当不動産の被担保債権の主債務者は、抵当権消滅請求をすることはできないが、その債
務について連帯保証をしたものは、抵当権消滅請求をすることができる。","抵当不動産を買い受けた第三者が、抵当権者の請求に応じてその代価を抵当権者に弁済し
たときは、抵当権はその第三者のために消滅する。","土地に抵当権が設定された後に抵当地に建物が築造されたときは、一定の場合を除き、抵
当権者は土地とともに建物を競売することができるが、その優先権は土地の代価についての
み行使することができる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：抵当不動産の被担保債権の主債務者は、抵当権消滅請求をすることはできないが、その債
務について連帯保証をしたものは、抵当権消滅請求をすることができる / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,H27;民法
2015,7,民法,総則・債権・物権の基礎,"債務者Ａが所有する甲土地には、債権者Ｂが一番抵当権（債権額2,000万円）、
債権者Ｃが二番抵当権（債権額2,400万円）、債権者Ｄが三番抵当権（債権額4,000万円）をそ
れぞれ有しており、Ａにはその他に担保権を有しない債権者Ｅ（債権額2,000万円）がいる。甲
土地の競売に基づく売却代金5,400万円を配当する場合に関する次の記述のうち、民法の規定に
よれば、誤っているものはどれか。",ＢがＥの利益のため、抵当権を譲渡した場合、Ｂの受ける配当は０円である。,ＢがＤの利益のため、抵当権の順位を譲渡した場合、Ｂの受ける配当は800万円である。,"ＢがＥの利益のため、抵当権を放棄した場合、Ｂの受ける配当は1,000万円である。","ＢがＤの利益のため、抵当権の順位を放棄した場合、Ｂの受ける配当は1,000万円である。",判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：ＢがＤの利益のため、抵当権の順位を譲渡した場合、Ｂの受ける配当は800万円である / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎,4,H27;民法
2015,8,民法,総則・債権・物権の基礎,"同時履行の抗弁権に関する次の記述のうち、民法の規定及び判例によれば、正し
いものはいくつあるか。
ア　マンションの賃貸借契約終了に伴う賃貸人の敷金返還債務と、賃借人の明渡債務は、特別
の約定のない限り、同時履行の関係に立つ。
イ　マンションの売買契約がマンション引渡し後に債務不履行を理由に解除された場合、契約
は遡及的に消滅するため、売主の代金返還債務と、買主の目的物返還債務は、同時履行の関
係に立たない。
ウ　マンションの売買契約に基づく買主の売買代金支払債務と、売主の所有権移転登記に協力
する債務は、特別の事情のない限り、同時履行の関係に立つ。
ア マンションの賃貸借契約終了に伴う賃貸人の敷金返還債務と、賃借人の明渡債務は、特別
の約定のない限り、同時履行の関係に立つ。
イ マンションの売買契約がマンション引渡し後に債務不履行を理由に解除された場合、契約
は遡及的に消滅するため、売主の代金返還債務と、買主の目的物返還債務は、同時履行の関
係に立たない。
ウ マンションの売買契約に基づく買主の売買代金支払債務と、売主の所有権移転登記に協力
する債務は、特別の事情のない限り、同時履行の関係に立つ。
1    一つ
2    二つ
3    三つ
4    なし",一つ,二つ,三つ,なし,判断基準：条文の文言＋通説・主要判例の結論。 / 正解は「一つ」。ア〜エの真偽の積み上げで総数整合。 / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎,3,H27;民法
2015,9,民法,総則・債権・物権の基礎,"土地の転貸借に関する次の１から４までの記述のうち、民法の規定、判例及び下
記判決文によれば、誤っているものはどれか。
（判決文）
土地の賃借人が賃貸人の承諾を得ることなく右土地を他に転貸しても、転貸について賃貸人に
対する背信行為と認めるに足りない特段の事情があるため賃貸人が民法第612条第２項により
賃貸借を解除することができない場合において、賃貸人が賃借人（転貸人）と賃貸借を合意解
除しても、これが賃借人の賃料不払等の債務不履行があるため賃貸人において法定解除権の行
使ができる時にされたものである等の事情のない限り、賃貸人は、転借人に対して右合意解除
の効果を対抗することができず、したがって、転借人に対して賃貸土地の明渡しを請求するこ
とはできないものと解するのが相当である。","土地の賃借人が無断転貸した場合において賃貸人に対する背信行為と認めるに足りない特
段の事情があるため賃貸人が無断転貸を理由に賃貸借契約を解除できないときであっても、
賃貸借契約を合意解除したときは、賃貸人は転借人に対して賃貸土地の明渡しを請求するこ
とができる。","土地の賃貸人が転貸借について承諾を与えた場合には、賃貸人は、無断転貸を理由として
は賃貸借契約を解除することはできないが、賃借人と賃貸借契約を合意解除することは可能
である。","土地の賃借人が無断転貸した場合、賃貸人は、賃貸借契約を民法第612条第２項により解
除できる場合とできない場合があり、土地の賃借人が賃料を支払わない場合にも、賃貸人に
おいて法定解除権を行使できる場合とできない場合がある。","土地の賃借人が無断転貸した場合、転借人は、賃貸人と賃借人との間で賃貸借契約が合意
解除されたとしても、賃貸人からの賃貸土地の明渡し請求を拒絶することができる場合があ
る。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：土地の賃借人が無断転貸した場合において賃貸人に対する背信行為と認めるに足りない特
段の事情があるため賃貸人が無断転貸を理由に賃貸借契約を解除できないときであっても、
賃貸借契約を合意解除したときは、賃貸人は転借人に対して賃貸土地の明渡しを請求するこ
とができる / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎",3,H27;民法
2015,10,民法,総則・債権・物権の基礎,"遺言及び遺留分に関する次の記述のうち、民法の規定及び判例によれば、正し
いものはどれか。","自筆証書の内容を遺言者が一部削除する場合、遺言者が変更する箇所に二重線を引いて、
その箇所に押印するだけで、一部削除の効力が生ずる。","自筆証書による遺言をする場合、遺言書の本文の自署名下に押印がなければ、自署と離れ
た個所に押印があっても、押印の要件として有効となることはない。","遺言執行者が管理する相続財産を相続人が無断で処分した場合、当該処分行為は、遺言執
行者に対する関係で無効となるが、第三者に対する関係では無効とならない。","遺留分権利者は受遺者又は受贈者に対し、遺留分侵害額に相当する金銭の支払を請求でき、
受遺者と受贈者とがあるときは、受遺者が先に遺留分侵害額を負担する。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：遺留分権利者は受遺者又は受贈者に対し、遺留分侵害額に相当する金銭の支払を請求でき、
受遺者と受贈者とがあるときは、受遺者が先に遺留分侵害額を負担する / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：総則・債権・物権の基礎",5,H27;民法
2015,11,借地借家法,借家（更新/中途解約/定借）,"ＡがＢとの間で、Ａ所有の甲建物について、期間３年、賃料月額10万円と定め
た賃貸借契約を締結した場合に関する次の記述のうち、民法及び借地借家法の規定並びに判例
によれば、正しいものはどれか。","ＡがＢに対し、賃貸借契約の期間満了の６か月前までに更新しない旨の通知をしなかった
場合は、ＡとＢは、期間３年、賃料月額10万円の条件で賃貸借契約を更新したものとみなさ
れる。","賃貸借契約を期間を定めずに合意により更新した後に、ＡがＢに書面で解約の申入れをし
た場合は、申入れの日から３か月後に賃貸借契約は終了する。","Ｃが、ＡＢ間の賃貸借契約締結前に、Ａと甲建物の賃貸借契約を締結していた場合、Ａが
Ｂに甲建物を引き渡しても、Ｃは甲建物の賃借権をＢに対抗することができる。","ＡＢ間の賃貸借契約がＢの賃料不払を理由として解除された場合、ＢはＡに対して、Ａの
同意を得てＢが建物に付加した造作の買取りを請求することはできない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：ＡＢ間の賃貸借契約がＢの賃料不払を理由として解除された場合、ＢはＡに対して、Ａの
同意を得てＢが建物に付加した造作の買取りを請求することはできない / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：借家（更新/中途解約/定借）",3,H27;借地借家法
2015,12,借地借家法,借家（更新/中途解約/定借）,"賃貸人と賃借人との間で、建物につき、期間５年として借地借家法第38条に定
める定期借家契約（以下「定期借家契約」という。）を締結する場合と、期間５年として定期
借家契約ではない借家契約（以下「普通借家契約」という。）を締結する場合に関する次の記
述のうち、民法及び借地借家法の規定によれば、正しいものはどれか。なお、借地借家法第40
条に定める一時使用目的の賃貸借契約は考慮しないものとする。","賃借権の登記をしない限り賃借人は賃借権を第三者に対抗することができない旨の特約を
定めた場合、定期借家契約においても、普通借家契約においても、当該特約は無効である。","賃貸借契約開始から３年間は賃料を増額しない旨の特約を定めた場合、定期借家契約にお
いても、普通借家契約においても、当該特約は無効である。","期間満了により賃貸借契約が終了する際に賃借人は造作買取請求をすることができない旨
の規定は、定期借家契約では有効であるが、普通借家契約では無効である。","賃貸人も賃借人も契約期間中の中途解約をすることができない旨の規定は、定期借家契約
では有効であるが、普通借家契約では無効である。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：賃借権の登記をしない限り賃借人は賃借権を第三者に対抗することができない旨の特約を
定めた場合、定期借家契約においても、普通借家契約においても、当該特約は無効である / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：借家（更新/中途解約/定借）",4,H27;借地借家法
2015,13,区分所有法,管理者・集会・議事録,建物の区分所有等に関する法律に関する次の記述のうち、正しいものはどれか。,"管理者が選任されていない場合、集会においては、規約に別段の定めがある場合及び別段
の決議をした場合を除いて、集会を招集した区分所有者の１人が議長となる。","集会の招集の通知は、会日より少なくとも２週間前に発しなければならないが、この期間
は規約で伸縮することができる。","集会の議事録が書面で作成されているときは、議長及び集会に出席した区分所有者の１人
がこれに署名しなければならない。","区分所有者は、規約に別段の定めがない限り集会の決議によって、管理者を選任すること
ができる。この場合、任期は２年以内としなければならない。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：管理者が選任されていない場合、集会においては、規約に別段の定めがある場合及び別段
の決議をした場合を除いて、集会を招集した区分所有者の１人が議長となる / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：管理者・集会・議事録",2,H27;区分所有法
2015,14,不動産登記法,閲覧/証明/電磁交付/筆界特定,"不動産の登記に関する次の記述のうち、不動産登記法の規定によれば、誤って
いるものはどれか。","登記事項証明書の交付の請求は、利害関係を有することを明らかにすることなく、するこ
とができる。","土地所在図、地積測量図、地役権図面、建物図面及び各階平面図を除く登記簿の附属書類
の閲覧の請求は、請求人に正当な理由があると認められる部分に限り、することができる。","登記事項証明書の交付の請求は、請求情報を電子情報処理組織を使用して登記所に提供す
る方法によりすることができる。","筆界特定書の写しの交付の請求は、請求人が利害関係を有する部分に限り、することがで
きる。","判断基準：条文の文言＋通説・主要判例の結論。 / 正解肢の要点：筆界特定書の写しの交付の請求は、請求人が利害関係を有する部分に限り、することがで
きる / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：閲覧/証明/電磁交付/筆界特定",5,H27;不動産登記法
2015,15,都市計画法,開発許可/準都市計画/用途地域,"都市計画法に関する次の記述のうち、正しいものはどれか。なお、この問にお
いて「都道府県知事」とは、地方自治法に基づく指定都市、中核市及び施行時特例市にあって
はその長をいうものとする。","市街化区域内において開発許可を受けたものが、開発区域の規模を100㎡に縮小しようと
する場合においては、都道府県知事の許可を受けなければならない。","開発許可を受けた開発区域内の土地において、当該開発許可に係る予定建築物を建築しよ
うとする者は、当該建築行為に着手する日の30日前までに、一定の事項を都道府県知事に届
け出なければならない。","開発許可を受けた開発区域内において、開発行為に関する工事の完了の公告があるまでの
間に、当該開発区域内に土地所有権を有する者のうち、当該開発行為に関して同意をしてい
ないものがその権利の行使として建築物を建築する場合については、都道府県知事が支障が
ないと認めた時でなければ、当該建築物を建築することはできない。","何人も、市街化調整区域のうち開発許可を受けた開発区域以外の区域内において、都道府
県知事の許可を受けることなく、仮設建築物を新築することができる。","判断基準：定義／許可・届出の要否／主体・例外の整理。 / 正解肢の要点：何人も、市街化調整区域のうち開発許可を受けた開発区域以外の区域内において、都道府
県知事の許可を受けることなく、仮設建築物を新築することができる / 他肢の落とし穴：主体・時期・上限/例外・定義の取り違えに注意。 / 関連：開発許可/準都市計画/用途地域",4,H27;都市計画法
